"门店名称","款式","商品性质","Sum(前7天销售)","Sum(前6天销售)","Sum(前7天销售)","Sum(前6天销售)","Sum(前7天销售)","Sum(前6天销售)","Sum(前7天销售)","Sum(前6天销售)","Sum(前7天销售)","Sum(前6天销售)","Sum(前7天销售)","Sum(前6天销售)","Sum(前7天销售)","Sum(前6天销售)","Sum(前7天销售)","Sum(前6天销售)","Sum(前7天销售)","Sum(前6天销售)","Sum(前7天销售)","Sum(前6天销售)","Sum(前7天销售)","Sum(前6天销售)","Sum(前7天销售)","Sum(前6天销售)","Sum(前7天销售)","Sum(前6天销售)","Sum(前7天销售)","Sum(前6天销售)","Sum(前7天销售)","Sum(前6天销售)","Sum(前7天销售)","Sum(前6天销售)","Sum(前7天销售)","Sum(前6天销售)","Sum(前7天销售)","Sum(前6天销售)","Sum(前7天销售)","Sum(前6天销售)"
" -> 新港店 -> 条纹","条纹","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","",""
" -> 新港店 -> 条纹 -> 停止进货","条纹","停止进货","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","",""
" -> 新港店 -> 有领长袖","有领长袖","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
" -> 新港店 -> 有领长袖 -> 停止进货","有领长袖","停止进货","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
" -> 新港店 -> 净色","净色","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
" -> 新港店 -> 净色 -> 正常补货","净色","正常补货","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
" -> 新港店 -> 短袖","短袖","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
" -> 新港店 -> 短袖 -> 停止进货","短袖","停止进货","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
" -> 新港店 -> 短袖 -> 正常补货","","正常补货","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
" -> 新港店 -> 带帽","带帽","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
" -> 新港店 -> 带帽 -> 停止进货","带帽","停止进货","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
" -> 新港店 -> 带帽 -> 清理","","清理","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
" -> 新港店 -> 套衫短板毛衣","套衫短板毛衣","","","","","","","","","","","","","","","","","","","","4","2","","","","","","","","","","","","","","","","","",""
" -> 新港店 -> 套衫短板毛衣 -> 清理","套衫短板毛衣","清理","","","","","","","","","","","","","","","","","","","4","2","","","","","","","","","","","","","","","","","",""
" -> 风中店","","","53","47","","","38","61","","","73","40","","","16","12","1","4","","","","","9","11","","","","","9","9","1","1","","","6","4","1","3","2","2"
" -> 风中店 -> 短袖短板T恤","短袖短板T恤","","31","21","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
" -> 风中店 -> 短袖短板T恤 -> 正常补货","短袖短板T恤","正常补货","28","18","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
" -> 风中店 -> 短袖短板T恤 -> 停止进货","","停止进货","3","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
" -> 风中店 -> 短袖短板T恤 -> 新款试货","","新款试货","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
" -> 风中店 -> 长裤","长裤","","","","","","31","45","","","","","","","","","","","","","","","7","9","","","","","","","","","","","","","","","",""
" -> 风中店 -> 长裤 -> 停止进货","长裤","停止进货","","","","","28","40","","","","","","","","","","","","","","","7","9","","","","","","","","","","","","","","","",""
" -> 风中店 -> 长裤 -> 清理","","清理","","","","","3","5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
" -> 风中店 -> 长裤 -> 正常补货","","正常补货","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
" -> 风中店 -> 长裤 -> 新款试货","","新款试货","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
" -> 风中店 -> 9","9","","","","","","5","10","","","","","","","","","","","","","","","1","1","","","","","","","","","","","","","","","",""
" -> 风中店 -> 9 -> 停止进货","9","停止进货","","","","","3","8","","","","","","","","","","","","","","","1","1","","","","","","","","","","","","","","","",""
" -> 风中店 -> 9 -> 正常补货","","正常补货","","","","","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
" -> 风中店 -> 9 -> 清理","","清理","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
" -> 风中店 -> 中袖短板T恤","中袖短板T恤","","5","9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
" -> 风中店 -> 中袖短板T恤 -> 停止进货","中袖短板T恤","停止进货","4","6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
" -> 风中店 -> 中袖短板T恤 -> 正常补货","","正常补货","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
" -> 风中店 -> 中袖短板T恤 -> 清理","","清理","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
" -> 风中店 -> 带帽","带帽","","","","","","","","","","","","","","4","3","","","","","","","","","","","","","","","","","","","","","","","",""
" -> 风中店 -> 带帽 -> 停止进货","带帽","停止进货","","","","","","","","","","","","","4","3","","","","","","","","","","","","","","","","","","","","","","","",""
" -> 风中店 -> [未知]","[未知]","","10","9","","","2","6","","","5","6","","","4","3","","","","","","","1","1","","","","","2","2","1","","","","","","","","1","2"
" -> 风中店 -> [未知] -> 正常补货","[未知]","正常补货","5","4","","","2","6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
" -> 风中店 -> [未知] -> 停止进货","","停止进货","5","4","","","","","","","5","6","","","4","3","","","","","","","1","1","","","","","2","2","","","","","","","","","1","2"
" -> 风中店 -> [未知] -> 新款试货","","新款试货","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","",""
" -> 风中店 -> [未知] -> 清理","","清理","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
" -> 风中店 -> 套衫短板卫衣","套衫短板卫衣","","","","","","","","","","68","33","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
" -> 风中店 -> 套衫短板卫衣 -> 停止进货","套衫短板卫衣","停止进货","","","","","","","","","66","31","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
" -> 风中店 -> 套衫短板卫衣 -> 清理","","清理","","","","","","","","","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
" -> 风中店 -> 开衫","开衫","","","","","","","","","","","","","","","","1","2","","","","","","","","","","","","","","","","","","","","","",""
" -> 风中店 -> 开衫 -> 停止进货","开衫","停止进货","","","","","","","","","","","","","","","1","2","","","","","","","","","","","","","","","","","","","","","",""
" -> 风中店 -> 短袖","短袖","","2","5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
" -> 风中店 -> 短袖 -> 正常补货","短袖","正常补货","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
" -> 风中店 -> 短袖 -> 停止进货","","停止进货","2","5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
" -> 风中店 -> 正常夹克","正常夹克","","","","","","","","","","","","","","7","5","","","","","","","","","","","","","","","","","","","","","","","",""
" -> 风中店 -> 正常夹克 -> 停止进货","正常夹克","停止进货","","","","","","","","","","","","","7","3","","","","","","","","","","","","","","","","","","","","","","","",""
" -> 风中店 -> 正常夹克 -> 清理","","清理","","","","","","","","","","","","","","2","","","","","","","","","","","","","","","","","","","","","","","",""
" -> 风中店 -> 鞋","鞋","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","3","",""
" -> 风中店 -> 鞋 -> 停止进货","鞋","停止进货","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","3","",""
" -> 风中店 -> 鞋 -> 新款试货","","新款试货","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
" -> 风中店 -> 上下套装","上下套装","","","","","","","","","","","","","","","","","2","","","","","","","","","","","","","","","","","","","","","",""
" -> 风中店 -> 上下套装 -> 停止进货","上下套装","停止进货","","","","","","","","","","","","","","","","2","","","","","","","","","","","","","","","","","","","","","",""
" -> 风中店 -> 长袖","长袖","","2","1","","","","","","","","","","","","","","","","","","","","","","","","","6","3","","","","","","","","","",""
" -> 风中店 -> 长袖 -> 停止进货","长袖","停止进货","1","1","","","","","","","","","","","","","","","","","","","","","","","","","6","3","","","","","","","","","",""
" -> 风中店 -> 长袖 -> 清理","","清理","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
" -> 风中店 -> 内外套装","内外套装","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","",""
" -> 风中店 -> 内外套装 -> 停止进货","内外套装","停止进货","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","",""
" -> 风中店 -> 净色","净色","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","",""
" -> 风中店 -> 净色 -> 停止进货","净色","停止进货","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","",""
" -> 风中店 -> 无领中袖","无领中袖","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","",""
" -> 风中店 -> 无领中袖 -> 停止进货","无领中袖","停止进货","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","",""
" -> 风中店 -> 拼接","拼接","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","",""
" -> 风中店 -> 拼接 -> 停止进货","拼接","停止进货","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","",""
" -> 风中店 -> 正常风衣（外套）","正常风衣（外套）","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1",""
" -> 风中店 -> 正常风衣（外套） -> 清理","正常风衣（外套）","清理","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
" -> 风中店 -> 正常风衣（外套） -> 停止进货","","停止进货","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1",""
" -> 风中店 -> 有领长袖","有领长袖","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","",""
" -> 风中店 -> 有领长袖 -> 停止进货","有领长袖","停止进货","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","",""
" -> 风中店 -> 中袖","中袖","","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
" -> 风中店 -> 中袖 -> 停止进货","中袖","停止进货","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
" -> 风中店 -> 袜","袜","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6","4","","","",""
" -> 风中店 -> 袜 -> 正常补货","袜","正常补货","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5","4","","","",""
" -> 风中店 -> 袜 -> 停止进货","","停止进货","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
" -> 风中店 -> 袜 -> 新款试货","","新款试货","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","",""
" -> 风中店 -> 套头","套头","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
" -> 风中店 -> 套头 -> 清理","套头","清理","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
" -> 风中店 -> 套头 -> 停止进货","","停止进货","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
" -> 风中店 -> 立领","立领","","","","","","","","","","","","","","1","1","","","","","","","","","","","","","","","","","","","","","","","",""
" -> 风中店 -> 立领 -> 清理","立领","清理","","","","","","","","","","","","","1","1","","","","","","","","","","","","","","","","","","","","","","","",""
" -> 风中店 -> 条纹","条纹","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","",""
" -> 风中店 -> 条纹 -> 停止进货","条纹","停止进货","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","",""
" -> 风中店 -> 长袖短板T恤","长袖短板T恤","","2","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
" -> 风中店 -> 长袖短板T恤 -> 停止进货","长袖短板T恤","停止进货","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
" -> 风中店 -> 长袖短板T恤 -> 清理","","清理","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
" -> 吉浦店","","","9","24","","","19","29","","","38","60","1","","14","3","","","","","","1","10","13","","","","","11","4","","","2","","","","","","1","5"
" -> 吉浦店 -> [未知]","[未知]","","2","4","","","4","7","","","4","2","","","1","2","","","","","","","","","","","","","","","","","2","","","","","","",""
" -> 吉浦店 -> [未知] -> 停止进货","[未知]","停止进货","1","1","","","4","7","","","4","2","","","1","2","","","","","","","","","","","","","","","","","","","","","","","",""
" -> 吉浦店 -> [未知] -> 正常补货","","正常补货","1","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
" -> 吉浦店 -> [未知] -> 新款试货","","新款试货","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","","","","","","",""
" -> 吉浦店 -> 正常风衣（外套）","正常风衣（外套）","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","1","5"
" -> 吉浦店 -> 正常风衣（外套） -> 清理","正常风衣（外套）","清理","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","1","5"
" -> 吉浦店 -> 短袖短板T恤","短袖短板T恤","","5","11","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
" -> 吉浦店 -> 短袖短板T恤 -> 正常补货","短袖短板T恤","正常补货","5","11","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
" -> 吉浦店 -> 短袖短板T恤 -> 停止进货","","停止进货","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
" -> 吉浦店 -> 套衫短板卫衣","套衫短板卫衣","","","","","","","","","","33","54","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
" -> 吉浦店 -> 套衫短板卫衣 -> 停止进货","套衫短板卫衣","停止进货","","","","","","","","","29","40","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
" -> 吉浦店 -> 套衫短板卫衣 -> 清理","","清理","","","","","","","","","4","14","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
" -> 吉浦店 -> 正常夹克","正常夹克","","","","","","","","","","","","","","13","1","","","","","","","","","","","","","","","","","","","","","","","",""
" -> 吉浦店 -> 正常夹克 -> 停止进货","正常夹克","停止进货","","","","","","","","","","","","","11","0","","","","","","","","","","","","","","","","","","","","","","","",""
" -> 吉浦店 -> 正常夹克 -> 清理","","清理","","","","","","","","","","","","","2","1","","","","","","","","","","","","","","","","","","","","","","","",""
" -> 吉浦店 -> 长裤","长裤","","","","","","15","21","","","","","","","","","","","","","","","10","13","","","","","","","","","","","","","","","",""
" -> 吉浦店 -> 长裤 -> 停止进货","长裤","停止进货","","","","","9","13","","","","","","","","","","","","","","","6","3","","","","","","","","","","","","","","","",""
" -> 吉浦店 -> 长裤 -> 正常补货","","正常补货","","","","","","1","","","","","","","","","","","","","","","1","3","","","","","","","","","","","","","","","",""
" -> 吉浦店 -> 长裤 -> 清理","","清理","","","","","6","7","","","","","","","","","","","","","","","3","7","","","","","","","","","","","","","","","",""
" -> 吉浦店 -> 9","9","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
" -> 吉浦店 -> 9 -> 正常补货","9","正常补货","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
" -> 吉浦店 -> 9 -> 新款试货","","新款试货","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
" -> 吉浦店 -> 9 -> 清理","","清理","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
" -> 吉浦店 -> 9 -> 停止进货","","停止进货","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
" -> 吉浦店 -> 中袖","中袖","","1","6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
" -> 吉浦店 -> 中袖 -> 停止进货","中袖","停止进货","1","6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
" -> 吉浦店 -> 中袖 -> 新款试货","","新款试货","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
" -> 吉浦店 -> 中袖 -> 清理","","清理","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
" -> 吉浦店 -> 带帽","带帽","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
" -> 吉浦店 -> 带帽 -> 停止进货","带帽","停止进货","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
" -> 吉浦店 -> 套头","套头","","","","","","","","","","","4","","","","","","","","","","1","","","","","","","","","","","","","","","","","",""
" -> 吉浦店 -> 套头 -> 停止进货","套头","停止进货","","","","","","","","","","5","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
" -> 吉浦店 -> 套头 -> 清理","","清理","","","","","","","","","","-1","","","","","","","","","","1","","","","","","","","","","","","","","","","","",""
" -> 吉浦店 -> 套头 -> 正常补货","","正常补货","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
" -> 吉浦店 -> 中袖短板T恤","中袖短板T恤","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
" -> 吉浦店 -> 中袖短板T恤 -> 正常补货","中袖短板T恤","正常补货","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
" -> 吉浦店 -> 中袖短板T恤 -> 停止进货","","停止进货","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
" -> 吉浦店 -> 中袖短板T恤 -> 清理","","清理","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
" -> 吉浦店 -> 长袖","长袖","","1","2","","","","","","","","","","","","","","","","","","","","","","","","","11","4","","","","","","","","","",""
" -> 吉浦店 -> 长袖 -> 停止进货","长袖","停止进货","1","2","","","","","","","","","","","","","","","","","","","","","","","","","4","3","","","","","","","","","",""
" -> 吉浦店 -> 长袖 -> 清理","","清理","","","","","","","","","","","","","","","","","","","","","","","","","","","7","1","","","","","","","","","",""
" -> 吉浦店 -> 净色","净色","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
" -> 吉浦店 -> 净色 -> 正常补货","净色","正常补货","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
" -> 吉浦店 -> 短袖","短袖","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
" -> 吉浦店 -> 短袖 -> 停止进货","短袖","停止进货","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
" -> 吉浦店 -> 短袖 -> 正常补货","","正常补货","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
" -> 吉浦店 -> 无领长袖","无领长袖","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
" -> 吉浦店 -> 无领长袖 -> 停止进货","无领长袖","停止进货","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
" -> 吉浦店 -> 宽松风衣（外套）","宽松风衣（外套）","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
" -> 吉浦店 -> 宽松风衣（外套） -> 清理","宽松风衣（外套）","清理","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
" -> 青浦店","","","29","34","","","40","32","","","8","14","","","20","12","2","2","","","","","11","12","","","","","2","4","","","","","","","","","1",""
" -> 青浦店 -> [未知]","[未知]","","12","11","","","9","9","","","1","3","","","3","4","","","","","","","","","","","","","","","","","","","","","","","",""
" -> 青浦店 -> [未知] -> 停止进货","[未知]","停止进货","3","7","","","9","9","","","1","3","","","3","4","","","","","","","","","","","","","","","","","","","","","","","",""
" -> 青浦店 -> [未知] -> 正常补货","","正常补货","9","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
" -> 青浦店 -> [未知] -> 新款试货","","新款试货","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
" -> 青浦店 -> 正常夹克","正常夹克","","","","","","","","","","","","","","9","5","","","","","","","","","","","","","","","","","","","","","","","",""
" -> 青浦店 -> 正常夹克 -> 停止进货","正常夹克","停止进货","","","","","","","","","","","","","9","5","","","","","","","","","","","","","","","","","","","","","","","",""
" -> 青浦店 -> 带帽","带帽","","","","","","","","","","","","","","8","3","","","","","","","","","","","","","","","","","","","","","","","",""
" -> 青浦店 -> 带帽 -> 停止进货","带帽","停止进货","","","","","","","","","","","","","8","3","","","","","","","","","","","","","","","","","","","","","","","",""
" -> 青浦店 -> 长裤","长裤","","","","","","29","22","","","","","","","","","","","","","","","11","12","","","","","","","","","","","","","","","",""
" -> 青浦店 -> 长裤 -> 停止进货","长裤","停止进货","","","","","27","22","","","","","","","","","","","","","","","11","12","","","","","","","","","","","","","","","",""
" -> 青浦店 -> 长裤 -> 清理","","清理","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
" -> 青浦店 -> 短袖短板T恤","短袖短板T恤","","14","20","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
" -> 青浦店 -> 短袖短板T恤 -> 正常补货","短袖短板T恤","正常补货","13","16","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
" -> 青浦店 -> 短袖短板T恤 -> 停止进货","","停止进货","1","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
" -> 青浦店 -> 9","9","","","","","","2","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
" -> 青浦店 -> 9 -> 新款试货","9","新款试货","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
" -> 青浦店 -> 9 -> 正常补货","","正常补货","","","","","2","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
" -> 青浦店 -> 正常风衣（外套）","正常风衣（外套）","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1",""
" -> 青浦店 -> 正常风衣（外套） -> 停止进货","正常风衣（外套）","停止进货","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1",""
" -> 青浦店 -> 正常风衣（外套） -> 清理","","清理","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
" -> 青浦店 -> 套头","套头","","","","","","","","","","3","4","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
" -> 青浦店 -> 套头 -> 停止进货","套头","停止进货","","","","","","","","","3","4","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
" -> 青浦店 -> 无领中袖","无领中袖","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","4","","","","","","","","","",""
" -> 青浦店 -> 无领中袖 -> 停止进货","无领中袖","停止进货","","","","","","","","","","","","","","","","","","","","","","","","","","","2","4","","","","","","","","","",""
" -> 青浦店 -> 开衫","开衫","","","","","","","","","","","","","","","","1","2","","","","","","","","","","","","","","","","","","","","","",""
" -> 青浦店 -> 开衫 -> 停止进货","开衫","停止进货","","","","","","","","","","","","","","","1","2","","","","","","","","","","","","","","","","","","","","","",""
" -> 青浦店 -> 开衫 -> 清理","","清理","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
" -> 青浦店 -> 短袖","短袖","","3","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
" -> 青浦店 -> 短袖 -> 正常补货","短袖","正常补货","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
" -> 青浦店 -> 短袖 -> 停止进货","","停止进货","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
" -> 青浦店 -> 套衫短板卫衣","套衫短板卫衣","","","","","","","","","","2","7","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
" -> 青浦店 -> 套衫短板卫衣 -> 停止进货","套衫短板卫衣","停止进货","","","","","","","","","2","7","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
" -> 青浦店 -> 套衫短板卫衣 -> 清理","","清理","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
" -> 青浦店 -> 中裤","中裤","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
" -> 青浦店 -> 中裤 -> 新款试货","中裤","新款试货","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
" -> 青浦店 -> 长袖","长袖","","","","","","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
" -> 青浦店 -> 长袖 -> 停止进货","长袖","停止进货","","","","","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
" -> 青浦店 -> 上下套装","上下套装","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","",""
" -> 青浦店 -> 上下套装 -> 停止进货","上下套装","停止进货","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","",""
